Country Name|Country Code|Indicator Name|Indicator Code|1960|1961|1962|1963|1964|1965|1966|1967|1968|1969|1970|1971|1972|1973|1974|1975|1976|1977|1978|1979|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019|2020
Trinidad and Tobago|TTO|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||22927662.64|25141327.11|30679155.84|36866748.15|53224329.54|71479459.81|72466319.98|89235089.14|105570512.2|131727387.6|177626250|253370308.1|372508291.7|359959291.7|376322916.7|372475346.9|215167865.1|204654004.7|198967203|165707294.1|172835270.6|182830296.7|192359357.7|167394966.2|154195110.1|167931225.9|173102216.3|171409846|136857892.2|182658851.9|191908874.1|248567197.1|295085190.5|304924866.3|369741386|435932406.7|499757723.6|593309935.3|764670956.9|521050371.9|604951468.7|648997611.5|673680705.1|737638528.9|743120460.1|712423852.8|627283343.3|646377071.8|664082409||
Tunisia|TUN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||63851193.02|75343709.89|100020680.7|148800284.6|164156701|192872980.4|207179104.5|265153846.2|322127823.2|366853874.5|397184243|373803564.2|391950228.5|404139658.2|408032827|419040862.8|481402518.9|507106892|528486334|529868848.5|617884090.9|701010434.8|797580732.7|752684068.9|855167457.5|1013244052|1057328334|1190429514|1337915560|1254397378|1139124644|1182276875|1185016501|1573944183|1778165588|1819776276|1967828700|2206977798|2530423748|2498756454|2460233841|2566642137|2545239896|2607199360|2709780998|2466973593|2393903026|2273777672|2266860289||
Turkey|TUR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||316214835|300612506.2|377608319.9|475754950|658560230|826752452.3|947790158.3|1084542200|2264745681|2298869819|1258101486|1322666484|945874931.5|1384882430|994277611.8|985229220.2|1012673562|874921834.1|1005104781|1100025787|2828667331|3159528581|3938464798|5677714327|4205032135|3824412129|4754238593|4974550865|7666557159|5934748382|5910507689|5135126913|5810683943|7663102715|11416479161|13641275148|14427655653|19094592207|23187855802|20869511356|26699799208|30539370322|33937759829|36033666866|35315941972|32288969976|32457180780|31965053493|28844481443||
Tuvalu|TUV|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Tanzania|TZA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||128210915.7|89062427.53|85518156.51|114189311.4|105649288.1|97973597.89|104278711.8|122676391.5|153753200.7|180991483.5|291235634.6|314592667.8|344098482.1|358043245.2|411973554.8|475938925.2|559165704.3|608082077.4|681734809|780522914.2|1074685009|1073629856|1172587039|1268623925|1457553040|1677559732|1832923842|1733644471|1815177907|1943576493|2096652749||
Uganda|UGA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||34264924.38|37673394.96|38685613.75|54022722.69|60440012.84|70670100|61009325|78656334.42|64877957.91|57212959.48|33262917.9|38196584.8|45175200|35114133.33|67804302.06|86666669.29|145120201.3|311780591.2|322596582.6|180988761.3|146840894|113360375.7|96233291.56|110165054.8|76094723.02|108257230|116170933.3|121090382.1|127355453|134481988.6|155652278|162339068|192148046|216526451.8|293573982.4|314940001.1|329621727.7|385815933.9|419417098.7|689576051.1|548717695|683374358.5|639001516|563272492.4|636645502.1|634529529|570738508.6|602376429.9|638752754.7||
Ukraine|UKR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||2942001365|2832505581|3399945045|3398166369|2754711387|2550828560|2573017038|2797985303|2722852781|1808815032|1282094931|1194230342|1588837396|1911618509|2425363638|3349665038|4712871313|6207258958|8380786256|10608409778|6875578195|8095265201|9699383658|11398615919|11924836104|7669334685|4720332229|4283572967|5604196270|6555430632||
Upper middle income|UMC|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Uruguay|URY|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||87964516.13|83934286.14|64800345.54|110352995.4|121261335.8|103997314.7|108212679.1|121859984.7|145549028.5|135341788.4|205412521.4|257659428.9|211094363.4|113049366.9|112133296.8|118269801.1|173207489.7|204893881.7|212887651|209874812.1|224018495.4|251684234|278231137.3|363481489.7|377388206.7|436857946.3|526016789.7|679273406.7|687248859.8|602036777|523412022.9|461823643.6|292026536.4|230997367|300329868.2|449098477.5|531550852.4|705406710.3|997498801.1|1130172914|1549438158|1992236440|2092790314|2450348859|2466579679|2391801379|2404491982|2789665497|2764027795||
United States|USA|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||80090497145|81404820000|88354983000|97365664000|1.02518E+11|1.17919E+11|1.30872E+11|1.39539E+11|1.5509E+11|1.64695E+11|1.79364E+11|2.04921E+11|2.0903E+11|2.27693E+11|2.54034E+11|2.62915E+11|1.89694E+11|3.09048E+11|2.26012E+11|2.4073E+11|2.59701E+11|2.74354E+11|3.49324E+11|3.43422E+11|3.84029E+11|3.62776E+11|3.85345E+11|4.11368E+11|3.90128E+11|4.14762E+11|4.68702E+11|5.09995E+11|5.26495E+11|5.67691E+11|5.7648E+11|5.85701E+11|6.59799E+11|6.70087E+11|6.92274E+11|6.78489E+11|7.3228E+11|7.99526E+11|7.50513E+11|7.56485E+11|7.93646E+11|8.22075E+11|8.37056E+11|8.71562E+11|9.15824E+11||
Uzbekistan|UZB|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||1196919490|1213681000|1205226440|1248375560|1300832176|1365865999|1395712195|1585316311|1269485004|1049638098|894613921.2|939206386.1|1123183332|1339017243|1616381267|2178919625|2931625334|3242376915|4387331227|5315165752|5986473472|6498537660|7290978562|7806454143|7753915501|5659622582|4865470356||
St. Vincent and the Grenadines|VCT|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||885600|1644235.151|1627543.851|1779757.044|2996103.643|2359838.695|2098718.782|2911835.741|2798859.778|4532798.9|5236478.647|6518986.173|7140922.416|7712929.855|8488987.553|9178054.692|8534523.884|9071254.55|10032066.15|10394657.52|11161452.87|11199637.04|12720322.4|13116966.59|13137280.09|14365890.05|15211225.21|15807751.52|21060505.47|21777518.49|22172733.02|27749605.11|33498756.68|34210605.23|36436870.96|23659140.58|30430384.13|38815152.7|39215307.14|38401604.37|34641905.15|34343632.8|35686277.45|37155565.05|36138947.98|38175421.6|39833063.47|40732002.27|41589899.93||
Venezuela| RB|VEN|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||407754800|453197863.6|553854090.9|686598418.6|891237558.1|1212844651|1260339048|1415649209|1568245353|1925043194|2140038419|2876762000|2780683256|3206720674|2491565176|2449031133|2116544444|1995631483|2221305724|1481717602|1243435780|1880449401|2698186289|2392318166|2826785758|3395892064|2995880412|3629807605|3867294420|4086474193|4763007227|4829931723|3494594112|3059844591|3964484120|5043312390|6204127925|8124548556|15879137121|21393852531|25397529620|20175451701|24277015514|23495760137|31191474610|||||
British Virgin Islands|VGB|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Virgin Islands (U.S.)|VIR|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Vietnam|VNM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||||||||||||145606462.1|139373724.8|209326753.8|219190063.7|291608935.9|365110690.6|553758916.6|630960623.7|685144619.5|751436622.6|830898610.8|1015150177|1108594355|1234824264|1441720687|1723314640|2076472335|2463179810|2945848520|3883289710|3852628523|5977084763|5016574595|6872025127|7558803828|8180347824|8455232278|9071712992|9543544758|10518591646||
Vanuatu|VUT|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD||||||||||||||||||||7404522.246|7093021.036|6081792.786|6108417.254|7188506.183|8904161.824|9028066.65|8770032.431|8446922.459|9494838.58|6992226.745|7155540.181|8287822.049|8608229.012|8926875.348|9535673.081|11878760.78|12103832.23|12490928.01|17048793.07|13828499.25|15903502.15|13686658.92|13626505.7|16354058.18|19053476.16|20439508.49|23370056.46|27994671.22|34355237.42|29692743.54|33648670.16|37971409.03|35962226.62|38722767.94|39502875.69|36400633.57|38006669.15|40828081.7|42961414.3||
World|WLD|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Samoa|WSM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||3396401.557|3155975.986|2826300.596|2446483.232|2620757.492|2966123.103|3326079.654|3048150.754|3200050.054|3468048.188|||||||||||9984724.216|11977421.67|15268571.73|17151128.93|19148958.15|22165139.28|24533165.63|23509857.54|27275585.18|30082226.36|31109239.32|31483717.41|30830105.02|32743579.72|33104921.36|34144881.53|33516853.05||
Kosovo|XKX|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Yemen| Rep.|YEM|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||||||||||||||||||||||202004689.2|206424242.4|227285466|189629611.4|147176916.4|146649782.2|190011701.4|224099551.7|214834030.8|250032274.7|319635933.8|330140641.4|355546305.9|387050188|450927636.2|544742818.1|641795822.3|730812575.5|899839051.5|862493710.2|1047159568|1094003736|1217941139|1389586335|1461124282|1282383319|1011048351|884207807.6|992840156.7|
South Africa|ZAF|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||894799785.4|991722186.2|1040962102|1429808871|1792051155|1843328277|1769030485|1961158914|2257146815|2787298129|4014424485|4126320216|3794713892|4236369843|3747103243|2848074505|3254473934|4016472062|4416210920|4400424375|5341680020|6398928771|8467279638|7503802665|7553194376|9779447802|7947219143|9858173155|8192670186|7872017782|6992355959|6041973517|5781160122|8327597076|11191506215|12590990235|13325149524|14105843643|13530213734|15073000909|20387671204|23899784422|24098306618|21191570483|20389990982|18205988037|16671362391|20308853275|21560654876||
Zambia|ZMB|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||63992571.43|76878571.43|85533285.71|92098285.71|116800000|126654666.7|134807142.9|118643750|123927250|130709250|148837500|150555555.6|206317222.2|160575230.8|127951777.8|88495354.84|51512897.44|51982673.68|85642784.93|86192000|78612814.1|83853195.05|63064241.34|60365207.6|61564643.86|71301233.65|68662810.45|82051518.68|82874668.39|69977323.87|62658358.23|79250353.17|89540727.42|114794111.2|151964443.1|143222638.2|169189273.9|132631802.8|234424301.9|265301459.1|404343618.4|557294177.9|716654668.7|865585599.6|951671142.4|820251942.2|723741081.3|881114020.1|947930355.8||
Zimbabwe|ZWE|Adjusted savings: education expenditure (current US$)|NY.ADJ.AEDU.CD|||||||||||48565795.09|40818009.7|50209958.6|55604511.2|58941921|64624510.5|63680580|72919861.2|77260480.2|117275017.4|163246705|260085335.4|307600732.1|325332109|355083153|413344447.5|602591542.7|778738036.4|953147539.9|1001163963|1083359013|1611307550|1491475629|2382425198|3032864715|4145444171|4718214583|5537133595|413115156.8|419610992|382257425.4|362783105.4|316604644.2|264420107.3|242303020.4|217850760.2|182765367.1|155224061.4|108681946.5|195145671.3|202733869.2|231140838.9|284614325.8|328776408|336986734|343432693.6|358563388.9|383520298.9|433696984.4||
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
